model,accuracy,precision,recall,f1_score,roc_auc,cv_accuracy_mean,cv_accuracy_std,overfit_gap
svm,0.992,0.9922817173178967,0.9846816658688368,0.988467083133109,0.9998515314233803,0.9928750000000001,0.002755675960631068,0.0064
